pr_id,issue_number,issue_title,issue_reporter,issue_state,is_reporter_human,ai_commits,human_commits,total_commits,ai_comments,has_ai_review,ai_tools_involved,commit_authors
3199027461,857,Enhancement: Add structured logging with privacy scrubbing to notification package,tphakala,closed,True,0,18,18,2,True,coderabbitai[bot],
3200679276,4301,`Pkg.instantiate` shouldn't need to uncompress registries in the fast case,KristofferC,closed,True,0,1,1,0,False,None,
3202692899,66,Epic: Global and Local Scopes for ruv-swarm Communication and Data Isolation,jedarden,closed,True,0,9,9,0,False,None,
3250080019,23190,"[Bug] BucketDelayedDeliveryTracker.containsMessage is not thread-safe, but it's called from another thread",lhotari,open,True,0,2,2,2,False,"github-actions[bot], codecov-commenter",
3250235391,929,[UI/UX] Front-End Alias: Rename “Trading” Skill → “Crypto Trading”,jovirecall,closed,True,5,0,5,1,True,"cursor[bot], vercel[bot]",
3251544513,513,Implement comprehensive LiveStore events API with streaming and advanced filtering,schickling,open,True,0,12,12,0,False,None,
3251609070,72,feat: create configuration validation scripts,joshukraine,closed,True,0,15,15,0,True,copilot-pull-request-reviewer[bot],
3251609070,81,chore: implement shellcheck linting for shell scripts,joshukraine,closed,True,0,15,15,0,True,copilot-pull-request-reviewer[bot],
3251609070,82,feat: integrate markdown linting into validation and CI workflow,joshukraine,closed,True,0,15,15,0,True,copilot-pull-request-reviewer[bot],
3109706862,244,Option to write only compressed file,basicserge,closed,True,0,1,1,1,False,sonarqubecloud[bot],
3116600521,253,m4a format support,basicserge,closed,True,0,8,8,1,False,sonarqubecloud[bot],
3245552368,135828,crosscluster/physical: disable auto stats jobs on the standby tenant,msbutler,closed,True,0,1,1,1,False,craig[bot],
3245668511,188,"""HKQuantityTypeIdentifierDistanceWalkingRunning"" using queryStatisticsForQuantity causes crash",tomemmerson,closed,True,0,2,2,3,False,"github-actions[bot], pkg-pr-new[bot], changeset-bot[bot]",
3245809034,91,Where's the demo! ,tonypee,open,True,0,2,2,0,False,None,
3258872453,453,Bug Report: `sessions.forEach is not a function` error in hive-mind sessions command,croakingtoad,open,True,0,1,1,0,False,None,
3260720963,14095,Accept Payment for Pharmacy Bills,buddhika75,closed,True,0,12,12,1,True,coderabbitai[bot],
3260887009,1163,Fix 'Session not found' error on app startup,AtlantisPleb,closed,True,0,15,15,0,False,None,
3187718516,8,Test tree-sitter token matcher for other languages,mizchi,closed,True,0,13,13,0,False,None,
3088611576,63,Add Dot Notation Access for Output Hash in Workflow Configurations,obie,closed,True,0,9,9,0,True,copilot-pull-request-reviewer[bot],
3138117853,102,User input step,obie,closed,True,0,10,10,0,True,copilot-pull-request-reviewer[bot],
3138264959,1612,bug: skipBalance tx do not work once mined,roninjin10,open,True,0,8,8,3,True,"coderabbitai[bot], changeset-bot[bot], vercel[bot]",
3140025663,4349,require admin permissions not persisting between machines,thebotsmith,open,True,0,1,1,3,False,"coderabbitai[bot], cloudflare-workers-and-pages[bot], sonarqubecloud[bot]",
3203910456,107,[bug]PromptX工具沙箱缓存机制不支持工具集更新,simonfishgit,closed,True,0,3,3,0,False,None,
3204479528,107,[bug]PromptX工具沙箱缓存机制不支持工具集更新,simonfishgit,closed,True,0,2,2,0,False,None,
3246950577,3573,Cannot export pylock.toml to requirements.txt,RaczeQ,closed,True,1,0,1,1,False,codecov[bot],
3248259820,487,Optional schema fields cause errors when no default value is provided,rubywwwilde,closed,True,1,0,1,0,False,None,
3249619721,165,Relative or searchable line numbers,holroy,closed,True,0,2,2,1,True,"netlify[bot], cursor[bot]",
3178007458,36,Feature Request: Integrate AI-Framework collaboration rules with SuperClaude,nhat-nguyen-airbnb,open,True,0,2,2,0,False,None,
3179729495,1106,feat: Add Storybook for component development,AtlantisPleb,closed,True,0,28,28,1,False,vercel[bot],
3245011006,1018,Implement context engineering,MervinPraison,closed,True,3,0,3,6,True,"gemini-code-assist[bot], coderabbitai[bot], github-actions[bot]",
3266170682,1199,"Session History Inconsistency: Desktop Shows Local Claude Code Files, Mobile Shows Convex Sessions",AtlantisPleb,closed,True,0,4,4,2,True,coderabbitai[bot],
3266316354,1198,Add historical APM chart with time-series visualization,AtlantisPleb,closed,True,0,4,4,3,True,coderabbitai[bot],
3266763733,1215,Integrate Enhanced Convex Rust Client with OpenAuth Authentication System,AtlantisPleb,closed,True,0,6,6,4,False,"claude[bot], coderabbitai[bot]",
3229176248,18500,Prefect does not support setting flow run name when starting a flow run for a deployment from the CLI,cdl-altium,closed,True,0,1,1,1,False,codspeed-hq[bot],
3230307499,16990,Allow `bun pm pack` just to return the generated filename,pierskarsenbarg,closed,True,4,1,5,0,False,None,
3230351703,266,Fix Failing CI/CD Tests - Remove or Update Non-Existent Test Configurations,ruvnet,closed,True,0,8,8,0,False,None,
3161355858,986,feat: Implement local-first chat persistence with PGlite,AtlantisPleb,closed,True,0,4,4,0,False,None,
3163243464,127,Bug: --offline flag not working for blocks command,zhiyue,closed,True,0,1,1,2,True,"gemini-code-assist[bot], coderabbitai[bot], pkg-pr-new[bot]",
3164250713,94,Workflows Coming Soon - tools reimagined,guidedways,closed,True,0,27,27,0,True,gemini-code-assist[bot],
3275029115,637,update JuliaSyntax to v1.0,aviatesk,open,True,3,2,5,0,False,None,
3253582273,931,"Rename ""Agent Leaderboard"" to ""Skill Leaderboard""",jovirecall,open,True,1,0,1,1,False,vercel[bot],
3255142482,8724,[REFACTOR] use REQUEST_TIME_OUT for outgoing webhooks instead of hardcoded 5-second timeout,kashif-m,closed,True,0,1,1,1,False,semanticdiff-com[bot],
3196885081,57,[Question] Refactoring Needed: God Objects and Deep Nesting in Core Configuration files,lightningRalf,closed,True,0,2,2,0,False,None,
3197344409,7741,[Enhancement]: Configure Agents from YAML for Use with Model Specs,danny-avila,open,True,0,1,1,0,False,None,
3166521009,1049,Connect chat UI to Cloudflare Workers AI integration,AtlantisPleb,closed,True,0,17,17,0,False,None,
3147721605,173,feat: option to add Claude as co-author to commits made by the action,tomoish,closed,True,0,2,2,0,False,None,
3150240545,53,Add permission handling for tool usage with user dialog,sugyan,closed,True,0,8,8,0,True,copilot-pull-request-reviewer[bot],
3208559377,129,架构优化：统一项目路径管理体系 - 合并DirectoryService与ProjectManager,deepracticexs,closed,True,0,8,8,0,False,None,
3209723205,120,Implement Comprehensive Test Cleanup Patterns from @mikkihugo's Analysis,ruvnet,open,True,0,20,20,0,True,copilot-pull-request-reviewer[bot],
3212218608,9249,"1.32 unexpectedly uses network sub id to list network interfaces, should use cluster sub id",nilo19,closed,True,0,2,2,0,False,None,
3124372773,74,Support opentofu,chenrui333,closed,True,0,5,5,0,False,None,
3235395709,34527,File save blocking causes hot reload delays compared to other editors,sausaw,closed,True,0,1,1,1,False,cla-bot[bot],
3224085262,1603,[Question] Android App - set preferred view,WorldTeacher,closed,True,0,8,8,0,False,None,
3269703997,1252,Remove all 'as any' type assertions from the codebase,AtlantisPleb,closed,True,0,2,2,3,True,"claude[bot], coderabbitai[bot]",
3269888763,13419,"If  'Pharmacy Transfer is by Retail Rate' Option is True, Purchase Rate was incorrect in Disbursement Report",DeshaniPubudu,closed,True,0,10,10,1,True,coderabbitai[bot],
3270842985,232,[BUG] KeyError 'name' when importing memory.json file,egoes,closed,True,0,2,2,0,False,None,
3271050710,488,🚀 Claude Flow Alpha.74: SQLite & Async/Await Reliability Fixes,ruvnet,closed,True,0,1,1,0,False,None,
3271081741,483,fix(windows): Comprehensive CLI compatibility and installation overhaul,alexx-ftw,closed,True,0,9,9,0,False,None,
2914277614,29891,citrate synthase activity,sjm41,closed,True,4,3,7,0,False,None,
2914376188,1517,[前端] 追蹤 User 檢視、點擊查看詳細的 Event (GA + 後端),peteranny,closed,True,0,29,29,0,False,None,
2921044123,8791,Fix the synonyms of Wolffian adnexal tumor,galyea123,closed,True,2,1,3,0,True,copilot-pull-request-reviewer[bot],
3238330931,311,Queen coordinator reverts to assistant mode after each message despite comprehensive system prompt,IngmarKrusch,open,True,0,1,1,0,False,None,
3238444749,342,Bug: `swarm --executor` crashes with ReferenceError: basicSwarmNew is not defined,coygeek,closed,True,0,1,1,0,False,None,
3238483606,347,"🐛 [BUG] Memory Backend Configuration: ""Unknown memory backend: undefined"" Error",mikkihugo,closed,True,0,2,2,0,False,None,
3238491477,347,"🐛 [BUG] Memory Backend Configuration: ""Unknown memory backend: undefined"" Error",mikkihugo,closed,True,0,1,1,0,False,None,
3238626702,344,"command line switches ignored, unreported or misreported",jimweller,open,True,0,1,1,0,False,None,
3240533897,1542,Accept api_key in from_provider,jeroenvds,closed,True,0,3,3,0,True,ellipsis-dev[bot],
3225792521,32,Claude Code hook configuration broken - multi-agent file locking non-functional,AstroMined,closed,True,0,1,1,0,False,None,
3226645641,4914,Service Types and Test Services,lalalune,closed,True,3,19,22,26,True,"claude[bot], coderabbitai[bot], cursor[bot], github-advanced-security[bot]",
3267198858,29,Fix CI workflow for new project structure,steipete,closed,True,0,13,13,1,True,"cursor[bot], gitguardian[bot]",
2959025892,24138,[Bug] pulsar-admin log showed http 412 error when split bundle,erictarrence,open,True,0,1,1,1,False,github-actions[bot],
2975165913,836,Broken links to notebooks in documentation,justaddcoffee,closed,True,0,2,2,0,False,None,
3029855439,30183,Remove inter ontology link GO:0036402 is_a GO:1901800,ValWood,closed,True,0,1,1,1,True,"github-actions[bot], dragon-ai-agent",
3054252195,1914,Cannot convert text/plain uuid in requestBody to string,codeout,open,True,0,1,1,0,False,None,
3257330452,48944,"geo/geomfn: implement ST_GeometricMedian({geometry,float8,int4,bool})",otan,open,True,0,3,3,0,False,None,
3258270000,1149,Integrate Commander's Draggable/Resizable Pane System and Hotbar into OpenAgents,AtlantisPleb,closed,True,0,4,4,0,False,None,
3190681974,190,[BUG] Problems with MCP,vk2r,closed,True,0,1,1,0,False,None,
3277239540,575,Ambiguous method on array adjoint of Num,matbesancon,closed,True,2,0,2,0,False,None,
3171901980,1074,Replace chat textarea with ProseMirror editor,AtlantisPleb,closed,True,0,6,6,0,False,None,
3172647828,18354,Prefect breaks `SemanticVersion` serialisation from `pydantic_extra_types`,PontyPandySam,closed,True,0,3,3,1,False,codspeed-hq[bot],
3154096278,936,feat: Basic Psionic package setup with hello world,AtlantisPleb,closed,True,0,5,5,0,False,None,
3158615630,549,Add MCP middleware,jlowin,closed,True,0,18,18,0,True,copilot-pull-request-reviewer[bot],
3158776739,224,Exponential backoff for failures,obie,open,True,0,1,1,0,True,copilot-pull-request-reviewer[bot],
3158802702,227,Configurable retry policies,obie,open,True,0,6,6,0,True,copilot-pull-request-reviewer[bot],
3206405036,77,Uncaught TypeError: Cannot read properties of undefined (reading 'log'),pierredewilde,open,True,0,1,1,0,False,None,
3206405282,91,Where's the demo! ,tonypee,open,True,0,1,1,0,False,None,
3206405566,27,Integrating a ci pipeline into the project,alexprodan99,open,True,0,1,1,0,False,None,
3206889625,876,RFC: Complete Audio Package Rewrite - Modular Architecture with Multi-Source Support,tphakala,open,True,0,2,2,2,True,coderabbitai[bot],
3206950313,876,RFC: Complete Audio Package Rewrite - Modular Architecture with Multi-Source Support,tphakala,open,True,0,1,1,2,True,coderabbitai[bot],
3207221136,3402,"Gemini CLI crashes due to invalid file ""\"" created during recovery",sashakosti,closed,True,0,2,2,1,True,"gemini-code-assist[bot], google-cla[bot]",
